28," остаток поступление и расход драгоценный металл содержаться в состав прибор оборудование и другой изделие сведение об остаток поступление и расход драгоценный металл содержаться в состав прибор оборудование и другой изделие field name english description russian description format субъект российский федерация The Subjects Of The Russian Federation субъект российский федерация string остаток драгоценный металл на начало отчетный год золото The remains of the precious metals at the beginning of reporting year gold остаток драгоценный металл на начало отчетный год золото integer остаток драгоценный металл на начало отчетный год серебро The remains of the precious metals at the beginning of reporting year silver остаток драгоценный металл на начало отчетный год серебро integer остаток драгоценный металл на начало отчетный год платина The remains of the precious metals at the beginning of reporting year platinum остаток драгоценный металл на начало отчетный год платина integer остаток драгоценный металл на начало отчетный год МПГ The remains of the precious metals at the beginning of reporting year PGM остаток драгоценный металл на начало отчетный год МПГ integer поступать драгоценный металл в отчетный год золото Did precious metals in reporting year gold поступать драгоценный металл в отчетный год золото integer поступать драгоценный металл в отчетный год серебро Did precious metals in reporting year silver поступать драгоценный металл в отчетный год серебро integer поступать драгоценный металл в отчетный год платина Did precious metals in reporting year platinum поступать драгоценный металл в отчетный год платина integer поступать драгоценный металл в отчетный год МПГ Did precious metals in reporting year PGM поступать драгоценный металл в отчетный год МПГ integer списывать в лом и отходы золото Discarded waste and scrap gold списывать в лом и отходы золото integer списывать в лом и отходы серебро Discarded waste and scrap silver списывать в лом и отходы серебро integer списывать в лом и отходы платина Discarded waste and scrap of platinum списывать в лом и отходы платина integer списывать в лом и отходы МПГ Discarded waste and scrap PGM списывать в лом и отходы МПГ integer израсходовать на производство реализовать безвозмездно передавать драгоценный металл золото Spent on production sold donated to precious metals gold израсходовать на производство реализовать безвозмездно передавать драгоценный металл золото integer израсходовать на производство реализовать безвозмездно передавать драгоценный металл серебро Spent on production sold donated to precious metals silver израсходовать на производство реализовать безвозмездно передавать драгоценный металл серебро integer израсходовать на производство реализовать безвозмездно передавать драгоценный металл платина Spent on production sold donated to precious metals platinum израсходовать на производство реализовать безвозмездно передавать драгоценный металл платина integer израсходовать на производство реализовать безвозмездно передавать драгоценный металл МПГ Spent on production sold donated to precious metals PGM израсходовать на производство реализовать безвозмездно передавать драгоценный металл МПГ integer потеря драгоценный металл при эксплуатация и прочий потеря золото Loss of precious metals when operating and other loss gold потеря драгоценный металл при эксплуатация и прочий потеря золото integer потеря драгоценный металл при эксплуатация и прочий потеря серебро Loss of precious metals when operating and other loss silver потеря драгоценный металл при эксплуатация и прочий потеря серебро integer потеря драгоценный металл при эксплуатация и прочий потеря платина Loss of precious metals when operating and other loss platinum потеря драгоценный металл при эксплуатация и прочий потеря платина integer потеря драгоценный металл при эксплуатация и прочий потеря МПГ Loss of precious metals when operating and other loss PGM потеря драгоценный металл при эксплуатация и прочий потеря МПГ integer отчетный год Reporting year отчетный год integer 
"
29," поступление лом и отходы и производство из они аффинировать драгоценный металл сведение о поступление лом и отходы драгоценный металл и производство из они аффинировать драгоценный металл field name english description russian description format The name of the reporting entity наименование отчитываться организация наименование отчитываться организация string The gold contained in scrap and waste золото содержаться в лом и отходы золото содержаться в лом и отходы string Gold affilirovannomu form золото в аффиниро ванный вид золото в аффиниро ванный вид string The silver contained in scrap and waste серебро содержаться в лом и отходы серебро содержаться в лом и отходы string Silver affilirovannomu form серебро в аффинированный вид серебро в аффинированный вид string Platinum contained in scrap and waste платин содержаться в лом и отходы платина содержаться в лом и отходы string Platinum in affilirovannomu form платин в аффинированный вид платин в аффинированный вид string Platinum group metals contained in scrap and waste металл платиновый группа содержаться в лом и отходы металл платиновый группа содержаться в лом и отходы string The platinum group metals contained in scrap and waste металл платиновый группа содержаться в лом и отходы металл платиновый группа содержаться в лом и отходы string The platinum group metals in affilirovannomu form металл платиновый группа в аффинированный вид металл платиновый группа в аффинированный вид string 
"
30," государственный внешний долг российский федерация в соответствие со статья бюджетный кодекс российский федерация внешний долг являться обязательство возникать в иностранный валюта в соответствие с часть статья бюджетный кодекс российский федерация в объем государственный внешний долг российский федерация включаться номинальный сумма долг по государственный ценный бумага российский федерация обязательство по который выражать в иностранный валюта объем основной долг по кредит который получать российский федерация и обязательство по который выражать в иностранный валюта в тот число по целевой иностранный кредит заимствование привлекать под государственный гарантия российский федерация объем обязательство по государственный гарантия российский федерация выраженный в иностранный валюта field name english description russian description format категория долг Category debt категория долг string млн доллар сша mln USD млн доллар сша string эквивалент млн евро equivalent mln euro эквивалент млн евро string 
"
31," биографический справка о руководитель организация находиться в ведение минфин россия сведение о руководитель подведомственный минфин россия организация xml version encoding UTF xs schema xmlns xs http www w org XMLSchema xmlns sch http purl oclc org dsdl schematron xmlns sql urn schemas microsoft com mapping schema xmlns usch http www unisoftware ru schematron extensions elementFormDefault qualified attributeFormDefault unqualified xs element name Document xs annotation xs documentation состав и структура документ xs documentation xs annotation xs complexType xs sequence xs element name SubordinateBiography xs annotation xs documentation xml lang en List of subordinate biography xs documentation xs documentation xml lang ru список сведение о руководитель организация находиться в ведение минфин россия xs documentation xs annotation xs complexType xs sequence xs element type xs string name date xs annotation xs documentation xml lang en Date of filling of the document xs documentation xs documentation xml lang ru дата заполнение документ xs documentation xs annotation xs element xs element type xs string name department xs annotation xs documentation xml lang en Department of the Ministry of Finance xs documentation xs documentation xml lang ru департамент министерство финансы рф xs documentation xs annotation xs element xs element type xs string name division xs annotation xs documentation xml lang en Division of department of the Ministry of Finance xs documentation xs documentation xml lang ru отдел департамент министерство финансы рф xs documentation xs annotation xs element xs element type Organization name organization maxOccurs unbounded minOccurs xs annotation xs documentation xml lang en Information about organization and his leader xs documentation xs documentation xml lang ru информация об организация и его руководитель xs documentation xs annotation xs element xs sequence xs complexType xs element xs sequence xs complexType xs element xs complexType name Organization xs sequence xs element name FullOrganizationName type xs string xs annotation xs documentation xml lang en Title of organization name xs documentation xs documentation xml lang ru полный наименование подведомственный организация xs documentation xs annotation xs element xs element name ShortOrganizationName type OrganizationName xs annotation xs documentation xml lang en Short title of organization name xs documentation xs documentation xml lang ru краткий наименование подведомственный организация xs documentation xs annotation xs element xs element name INN type xs string xs annotation xs documentation xml lang en Identification number of organization xs documentation xs documentation xml lang ru идентификационный номер организация xs documentation xs annotation xs element xs element name KPP type xs string xs annotation xs documentation xml lang en Reason code of registration organization xs documentation xs documentation xml lang ru код причина постановка на учет организация xs documentation xs annotation xs element xs element name OKPO type xs string xs annotation xs documentation xml lang en National classificator of organization xs documentation xs documentation xml lang ru общероссийский классификатор организация xs documentation xs annotation xs element xs element name OGRN type xs string xs annotation xs documentation xml lang en Primary state registration number of the organization xs documentation xs documentation xml lang ru основной государственный регистрационный номер организация xs documentation xs annotation xs element xs element name LeaderName type xs string xs annotation xs documentation xml lang en Name of organization leader xs documentation xs documentation xml lang ru фио руководитель организация xs documentation xs annotation xs element xs element name LeaderBirthData type xs string xs annotation xs documentation xml lang en Date of birth of leader xs documentation xs documentation xml lang ru дата рождение руководитель организация xs documentation xs annotation xs element xs element name LeaderBirthPlace type xs string xs annotation xs documentation xml lang en Place of birth of leader xs documentation xs documentation xml lang ru место рождение руководитель организация xs documentation xs annotation xs element xs element type LE name LeaderEducation maxOccurs unbounded minOccurs xs element type LLA name LeaderLaborActivity maxOccurs unbounded minOccurs xs element type LA name LeaderAwards maxOccurs unbounded minOccurs xs element name LeaderFamilyStatus type xs string xs annotation xs documentation xml lang en Family status of leader xs documentation xs documentation xml lang ru семейный положение руководитель организация xs documentation xs annotation xs element xs sequence xs complexType xs complexType name LE xs annotation xs documentation xml lang en Education of leader xs documentation xs documentation xml lang ru образование руководитель организация xs documentation xs annotation xs sequence xs element type xs string name TrainingBeginningYear xs annotation xs documentation xml lang en Year of the beginning of training xs documentation xs documentation xml lang ru год начало обучение xs documentation xs annotation xs element xs element type xs string name TrainingEndingYear xs annotation xs documentation xml lang en Year of the ending of training xs documentation xs documentation xml lang ru год окончание обучение xs documentation xs annotation xs element xs element type xs string name EducationalInstitution xs annotation xs documentation xml lang en Educational institution from which the leader graduated xs documentation xs documentation xml lang ru образовательный учреждение который оканчивать руководитель xs documentation xs annotation xs element xs element type xs string name Speciality xs annotation xs documentation xml lang en Speciality of leader xs documentation xs documentation xml lang ru специальность руководитель xs documentation xs annotation xs element xs element type xs string name AcademicDegree xs annotation xs documentation xml lang en Academic degree of leader xs documentation xs documentation xml lang ru ученый степень руководитель xs documentation xs annotation xs element xs sequence xs complexType xs complexType name LLA xs annotation xs documentation xml lang en Labor activity of leader xs documentation xs documentation xml lang ru трудовой деятельность руководитель организация xs documentation xs annotation xs sequence xs element type xs string name LaborActivityBeginningYear xs annotation xs documentation xml lang en Year of the beginning of labor activity xs documentation xs documentation xml lang ru год начинать трудовой деятельность руководитель организация xs documentation xs annotation xs element xs element type xs string name LaborActivityEndingYear xs annotation xs documentation xml lang en Year of the ending of labor activity xs documentation xs documentation xml lang ru год окончание трудовой деятельность руководитель организация xs documentation xs annotation xs element xs element type xs string name OfficeName xs annotation xs documentation xml lang en Name of the organization where the leader worked xs documentation xs documentation xml lang ru наименование организация где работать руководитель xs documentation xs annotation xs element xs element type xs string name Position xs annotation xs documentation xml lang en Position of leader xs documentation xs documentation xml lang ru должность руководитель xs documentation xs annotation xs element xs sequence xs complexType xs complexType name LA xs annotation xs documentation xml lang en Awards of leader xs documentation xs documentation xml lang ru награда руководитель организация xs documentation xs annotation xs sequence xs element type xs string name Year xs annotation xs documentation xml lang en Year of delivery of award xs documentation xs documentation xml lang ru год вручение награда руководитель организация xs documentation xs annotation xs element xs element type xs string name AwardName xs annotation xs documentation xml lang en Name of award handed to the leader xs documentation xs documentation xml lang ru наименование награда вручать руководитель xs documentation xs annotation xs element xs sequence xs complexType xs simpleType name OrganizationName xs annotation xs documentation xml lang en Full list of lower organizations xs documentation xs documentation xml lang ru полный список краткий наименование подведомственный организация xs documentation xs annotation xs restriction base xs string xs enumeration value гохран россия xs enumeration value нифи xs enumeration value фгбу quot лоц quot елочка quot quot xs enumeration value фгуп quot в о quot алмазювелирэкспорт quot quot xs enumeration value фгуп quot гознак quot xs enumeration value фку quot ГУ quot во минфин россия quot quot xs enumeration value фку quot гуаз минфин россия quot xs enumeration value фку quot пробирный палата россия quot xs restriction xs simpleType xs schema 
"
32," сведение об идентификационный код банк включать в предусмотренный статья налоговый кодекс российский федерация перечень банк отвечать установленный требование для принятие банковский гарантия в цель налогообложение сведение об идентификационный код банк включать в предусмотренный статья налоговый кодекс российский федерация перечень банк отвечать установленный требование для принятие банковский гарантия в цель налогообложение присваивать в соответствие с порядок присвоение применение а также изменение идентификационный код банк утверждать приказ министерство финансы российский федерация от г н о порядок присвоение применение а также изменение идентификационный код банк и заказчик в цель ведение реестр контракт заключенный заказчик реестр контракт содержать сведение составлять государственный тайна и реестр банковский гарантия 
"
33," информация о предоставление минфин россия государственный услуга по предоставление сведение из государственный реестр саморегулируемый организация аудитор информация содержать статистический данные о предоставление минфин россия государственный услуга по предоставление сведение из государственный реестр саморегулируемый организация аудитор сформировывать на основа данные форма федеральный статистический наблюдение ГУ срочный сведение о предоставление государственный услуга утверждать приказ росстат от май г в соответствие с федеральный план статистический работа утверждать распоряжение правительство российский федерация от май г р field name english description russian description описание format п п Order number номер по порядок номер по порядок string наименование показатель Name of the indicator наименование показатель наименование показатель string значение показатель Value of the indicator значение показатель значение показатель integer 
"
34," сводный данные о результат проверка саморегулируемый организация аудитор проводить министерство финансы российский федерация информация содержать данные о саморегулируемый организация аудитор в отношение который быть осуществлять проверка министерство финансы российский федерация 
"
35," общий сведение о государственный услуга по предоставление сведение из государственный реестр саморегулируемый организация аудитор предоставлять министерство финансы российский федерация содержать сведение об уполномоченный федеральный орган и его контактный данные по оказание государственный услуга по предоставление сведение из государственный реестр саморегулируемый организация аудитор 
"
36," государственный роспись доход и расход на год государственный расход государственный роспись доход и расход на год государственный расход в машиночитаемый вид field name english description russian description format nn nn номер строка бюджетный роспись integer chapter chapter глава string article article статья string paragraph paragraph параграф string name name наименование строка расход string summ summ сумма в рубль integer 
"
37," реконструировать ведомственный структура расход государственный бюджет в год на основа данный государственный роспись доход и расход на год реконструировать ведомственный структура расход государственный бюджет в год на основа данный государственный роспись доход и расход на год в машиночитаемый вид field name english description russian description format код предмет расход code код предмет расход integer наименование предмет расход name наименование предмет расход string сумма в рубль y сумма в рубль integer сумма в рубль y сумма в рубль integer сумма в рубль y сумма в рубль integer сумма в рубль y сумма в рубль integer 
"
38," реконструировать функциональный структура расход государственный бюджет в год на основа данный государственный роспись доход и расход на год реконструировать функциональный структура расход государственный бюджет в год на основа данный государственный роспись доход и расход на год в машиночитаемый вид field name english description russian description format код вид расход typecode код вид расход integer наименование код вид расход typename наименование код вид расход string уникальный код ведомство agency code уникальный код ведомство integer наименование ведомство agency name наименование ведомство string сумма в рубль y сумма в рубль integer сумма в рубль y сумма в рубль integer сумма в рубль y сумма в рубль integer сумма в рубль y сумма в рубль integer 
"
39," реконструировать функциональный структура расход государственный бюджет ссср в год на основа статистический сборник государственный бюджет ссср часть и часть реконструировать функциональный структура расход государственный бюджет ссср в год на основа статистический сборник государственный бюджет ссср часть и часть в машиночитаемый вид field name english description russian description format наименование группа расход block наименование группа расход string наименование отрасль расход sector наименование отрасль расход string наименование строка расход name наименование строка расход string год year год integer союзный бюджет union budget союзный бюджет integer республиканский бюджет resp budgets республиканский бюджет integer местный бюджет local budgets местный бюджет integer итого по бюджет total budget итого по бюджет integer 
"
40," реконструировать функциональный структура расход государственный бюджет ссср в год на основа статистический сборник государственный бюджет ссср часть и часть реконструировать функциональный структура расход государственный бюджет ссср в год на основа статистический сборник государственный бюджет ссср часть и часть в машиночитаемый вид field name english description russian description format наименование блок расход block наименование блок расход string наименование отрасль расход sector наименование отрасль расход string наименование строка расход name наименование строка расход string год year год integer союзный бюджет union budget союзный бюджет integer республиканский бюджет resp budgets республиканский бюджет integer местный бюджет local budgets местный бюджет integer итого по бюджет total budget итого по бюджет integer 
"
41," реконструировать функциональный структура расход государственный бюджет ссср в год на основа статистический сборник государственный бюджет ссср часть и часть реконструировать функциональный структура расход государственный бюджет ссср в год на основа статистический сборник государственный бюджет ссср часть и часть в машиночитаемый вид field name english description russian description format наименование блок расход block наименование блок расход string наименование отрасль расход sector наименование отрасль расход string наименование строка расход name наименование строка расход string год year год integer союзный бюджет union budget союзный бюджет integer республиканский бюджет resp budgets республиканский бюджет integer местный бюджет local budgets местный бюджет integer итого по бюджет total budget итого по бюджет integer 
"
42," государственный роспись доход и расход на год государственный расход государственный роспись доход и расход на год государственный расход в машиночитаемый вид 
"
43," государственный роспись доход и расход на год государственный расход государственный роспись доход и расход на год государственный расход в машиночитаемый вид field name english description russian description format nn nn номер строка бюджетный роспись integer chapter chapter глава string article article статья string paragraph paragraph параграф string name name наименование строка расход string summ summ сумма в рубль integer 
"
44," государственный роспись доход и расход на год государственный расход государственный роспись доход и расход на год государственный расход в машиночитаемый вид field name english description russian description format раздел part раздел integer глава chapter глава integer статья article статья integer наименование строка доход name наименование строка доход string сумма в рубль summ сумма в рубль string 
"
45," реконструировать функциональный структура расход государственный бюджет ссср в год на основа статистический сборник государственный бюджет ссср часть и часть реконструировать функциональный структура расход государственный бюджет ссср в год на основа статистический сборник государственный бюджет ссср часть и часть в машиночитаемый вид field name english description russian description format наименование блок расход block наименование блок расход string наименование отрасль расход sector наименование отрасль расход string наименование строка расход name наименование строка расход string год year год integer сумма в миллион рубль summ в миллион рубль integer сумма в рубль summ сумма в рубль string 
"
46," реконструировать функциональный структура доход государственный бюджет ссср в год на основа статистический сборник государственный бюджет ссср часть и часть реконструировать функциональный структура доход государственный бюджет ссср в год на основа статистический сборник государственный бюджет ссср часть и часть в машиночитаемый вид field name english description russian description format block наименование блок доход наименование блок доход string name наименование строка доход наименование строка доход string year год год integer summ сумма в миллион рубль в миллион рубль integer 
"
47," реконструировать функциональный структура расход государственный бюджет ссср в год на основа статистический сборник государственный бюджет ссср часть и часть реконструировать функциональный структура расход государственный бюджет ссср в год на основа статистический сборник государственный бюджет ссср часть и часть в машиночитаемый вид field name english description russian description format наименование блок расход block наименование блок расход string наименование отрасль расход sector наименование отрасль расход string наименование строка расход name наименование строка расход string год year год string союзный бюджет union budget союзный бюджет integer республиканский бюджет resp budgets республиканский бюджет integer местный бюджет local budgets местный бюджет integer итого по бюджет total budget итого по бюджет integer 
"
