52," реконструировать функциональный структура доход государственный бюджет ссср в год на основа статистический сборник государственный бюджет ссср часть и часть реконструировать функциональный структура доход государственный бюджет ссср в год на основа статистический сборник государственный бюджет ссср часть и часть в машиночитаемый вид field name english description russian description format block наименование блок доход наименование блок доход string sector наименование отрасль доход наименование отрасль доход string name наименование строка доход наименование строка доход string year год год string union budget союзный бюджет союзный бюджет integer resp budgets республиканский бюджет республиканский бюджет integer local budgets местный бюджет местный бюджет integer total budget итого по бюджет итого по бюджет integer 
"
53," реконструировать функциональный структура расход государственный бюджет ссср в год на основа статистический сборник государственный бюджет ссср часть и часть реконструировать функциональный структура расход государственный бюджет ссср в год на основа статистический сборник государственный бюджет ссср часть и часть в машиночитаемый вид field name english description russian description format block наименование блок расход наименование блок расход string sector наименование отрасль расход наименование отрасль расход string name наименование строка расход наименование строка расход string year год год string union budget союзный бюджет союзный бюджет integer resp budgets республиканский бюджет республиканский бюджет integer local budgets местный бюджет естный бюджет integer total budget итого по бюджет итого по бюджет integer 
"
54," реконструировать функциональный структура доход государственный бюджет ссср в год на основа статистический сборник государственный бюджет ссср часть и часть реконструировать функциональный структура доход государственный бюджет ссср в год на основа статистический сборник государственный бюджет ссср часть и часть в машиночитаемый вид field name english description russian description format block наименование блок доход наименование блок доход string sector наименование отрасль доход наименование отрасль доход string name наименование строка доход наименование строка доход string year год год string union budget союзный бюджет союзный бюджет integer resp budgets республиканский бюджет республиканский бюджет integer local budgets местный бюджет местный бюджет integer total budget итого по бюджет итого по бюджет integer 
"
55," государственный роспись доход и расход на год государственный расход государственный роспись доход и расход на год государственный расход в машиночитаемый вид field name english description russian description format part раздел раздел integer paragraph параграф параграф string article статья статья string name наименование строка расход наименование строка расход string summ сумма в тысяча рубль сумма в тысяча рубль integer 
"
56," государственный роспись доход и расход на год государственный доход государственный роспись доход и расход на год государственный доход в машиночитаемый вид field name english description russian description format part раздел раздел integer paragraph параграф параграф integer article статья статья string name наименование строка доход наименование строка доход string summ сумма в тысяча рубль сумма в тысяча рубль integer 
"
57," отношение государственный долг субъект российский федерация к доход бюджет субъект российский федерация без учет безвозмездный поступление отношение государственный долг субъект российский федерация к доход субъект российский федерация без уч тот безвозмездный поступление рассчитываться по следующий формула I Vgdi Vdi Vbpi где Vgdi объем государственный долг субъект российский федерация по состояние на январь год следовать за отчетный который определяться в соответствие с информация из государственный долговой книга субъект российский федерация Vdi общий объем доход бюджет субъект российский федерация по состояние на январь год следовать за отчетный который определяться по данные отчет об исполнение консолидированный бюджет субъект российский федерация на соответствующий дата Vbpi объем безвозмездный поступление в бюджет субъект российский федерация по состояние на январь год следовать за отчетный который определяться по данные отчет об исполнение консолидированный бюджет субъект российский федерация на соответствующий дата field name english description russian description format субъект российский федерация State of the Russian Federation субъект российский федерация string отношение государственный долг субъект российский федерация к доход бюджет субъект российский федерация без учет безвозмездный поступление The ratio of public debt of the Russian Federation to the budget of the Russian Federation without taking into account the level of grant income отношение государственный долг субъект российский федерация к доход бюджет субъект российский федерация без учет безвозмездный поступление percent 
"
58," доход бюджет субъект российский федерация без учет безвозмездный поступление на душа население субъект российский федерация доход бюджет субъект российский федерация без учет безвозмездный поступление на душа население субъект российский федерация рассчитываться по следующий формула I Vdi Vbpi Ni где Vdi общий объем доход бюджет субъект российский федерация по состояние на январь год следовать за отчетный который определяться по данные отчет об исполнение консолидированный бюджет субъект российский федерация на соответствующий дата Vbpi объем безвозмездный поступление в бюджет субъект российский федерация по состояние на январь год следовать за отчетный который определяться по данные отчет об исполнение консолидированный бюджет субъект российский федерация на соответствующий дата Ni среднегодовой численность население в субъект российский федерация за отчетный год по данные росстат field name english description russian description format субъект российский федерация State of the Russian Federation субъект российский федерация string доход бюджет субъект российский федерация без учет безвозмездный поступление на душа население субъект российский федерация тыс руб Budget revenues of the Russian Federation without gratuitous receipts per capita of the Russian Federation ths Rub доход бюджет субъект российский федерация без учет безвозмездный поступление на душа население субъект российский федерация тыс руб integer 
"
59," индикатор доступность кредитный информация о заемщик сведение о доступность кредитный информация field name english description russian description format год year год integer отчетный период Reporting period отчетный период string значение Value значение string единица измерение Unit of measurement единица измерение string код разрез Code section код разрез string код признак Feature code код признак string 
"
60," индикатор законодательный защита заемщик и кредитор сведение о законодательный защита заемщик и кредитор field name english description russian description format год year год integer отчетный период Reporting period отчетный период string значение Value значение string единица измерение Unit of measurement единица измерение string код разрез Code section код разрез string код признак Feature code код признак string 
"
61," сводный бюджетный роспись федеральный бюджет на текущий финансовый год и плановый период расход ведомственный структура расход федеральный бюджет на текущий финансовый год и плановый период по состояние на число текущий месяц field name english description russian description format наименование показатель Name of indicator наименование показатель string код по бюджетный классификация главный распорядитель средство федеральный бюджет Code of Chief budget funds administrator according budgetary classification код по бюджетный классификация главный распорядитель средство федеральный бюджет integer код по бюджетный классификация раздел The code of section according to the budget classification код по бюджетный классификация раздел integer код по бюджетный классификация подраздел The code of subsection according to the budget classification код по бюджетный классификация подраздел integer код по бюджетный классификация целевой статья The code of expenditure according to the budget classification код по бюджетный классификация целевой статья integer код по бюджетный классификация вид расход The code of expense according to the budget classification код по бюджетный классификация вид расход integer сумма на год тыс рубль The amount for year in thousands of rubles сумма на год в тысяча рубль integer сумма на год тыс рубль The amount for year in thousands of rubles сумма на год в тысяча рубль integer сумма на год тыс рубль The amount for year in thousands of rubles сумма на год в тысяча рубль integer 
"
62," сводный бюджетный роспись федеральный бюджет на текущий финансовый год и плановый период источник финансирование дефицит бюджет классификация источник финансирование дефицит федеральный бюджет на текущий финансовый год и плановый период по состояние на число текущий месяц field name english description russian description format наименование показатель Name of indicator наименование показатель string код по бюджетный классификация источник финансирование дефицит Budgetary classification code source of deficit financing код по бюджетный классификация источник финансирование дефицит integer сумма на год тыс рубль The amount for year in thousands of rubles сумма на год в тысяча рубль integer сумма на год тыс рубль The amount for year in thousands of rubles сумма на год в тысяча рубль integer сумма на год тыс рубль The amount for year in thousands of rubles сумма на год в тысяча рубль integer 
"
63," объем государственный долг субъект российский федерация и муниципальный долг объем государственный долг субъект российский федерация и муниципальный долг в разрез субъект российский федерация окато в разбивка по вид долговой обязательство field name english description russian description format субъект российский федерация The subject of the Russian Federation субъект российский федерация integer объем государственный долг субъект российский федерация государственный ценный бумага The volume of the Russian Federation government debt government securities thous rubles объем государственный долг субъект российский федерация государственный ценный бумага тыс рубль integer объем государственный долг субъект российский федерация кредит от кредитный организация иностранный банк и международный финансовый организация The volume of the Russian Federation government debt loans from credit institutions foreign banks and international financial organizations thous Rubles объем государственный долг субъект российский федерация кредит от кредитный организация иностранный банк и международный финансовый организация тыс рубль integer объем государственный долг субъект российский федерация бюджетный кредит от другой бюджет бюджетный система российский федерация The volume of the Russian Federation government debt budgetary credits from other budgets of the budgetary system of the Russian Federation thous Rubles объем государственный долг субъект российский федерация бюджетный кредит от другой бюджет бюджетный система российский федерация тыс рубль integer объем государственный долг субъект российский федерация государственный гарантия The volume of the Russian Federation government debt state guarantees thous Rubles объем государственный долг субъект российский федерация государственный гарантия тыс рубль integer объем государственный долг субъект российский федерация иной долговой обязательство The volume of the Russian Federation government debt other liabilities thous Rubles объем государственный долг субъект российский федерация иной долговой обязательство тыс рубль integer объем государственный долг субъект российский федерация весь The volume of the Russian Federation government debt TOTAL thous Rubles объем государственный долг субъект российский федерация весь тыс рубль integer объем государственный внутренний долг субъект российский федерация государственный ценный бумага The volume of the state internal debt of the Russian Federation government securities thous Rubles объем государственный внутренний долг субъект российский федерация государственный ценный бумага тыс рубль integer объем государственный внутренний долг субъект российский федерация кредит от кредитный организация иностранный банк и международный финансовый организация The volume of the state internal debt of the Russian Federation loans from credit institutions foreign banks and international financial organizations thous Rubles объем государственный внутренний долг субъект российский федерация кредит от кредитный организация иностранный банк и международный финансовый организация тыс рубль integer объем государственный внутренний долг субъект российский федерация бюджетный кредит от другой бюджет бюджетный система российский федерация The volume of the state internal debt of the Russian Federation budgetary credits from other budgets of the budgetary system of the Russian Federation thous Rubles объем государственный внутренний долг субъект российский федерация бюджетный кредит от другой бюджет бюджетный система российский федерация тыс рубль integer объем государственный внутренний долг субъект российский федерация государственный гарантия The volume of the state internal debt of the Russian Federation state guarantees thous Rubles объем государственный внутренний долг субъект российский федерация государственный гарантия тыс рубль integer объем государственный внутренний долг субъект российский федерация иной долговой обязательство The volume of the state internal debt of the Russian Federation other liabilities thous Rubles объем государственный внутренний долг субъект российский федерация иной долговой обязательство тыс рубль integer объем государственный внутренний долг субъект российский федерация весь The volume of the state internal debt of the Russian Federation TOTAL thous Rubles объем государственный внутренний долг субъект российский федерация весь тыс рубль integer объем государственный внешний долг субъект российский федерация государственный ценный бумага The volume of public external debt of the Russian Federation government securities US dollars объем государственный внешний долг субъект российский федерация государственный ценный бумага долл сша integer объем государственный внешний долг субъект российский федерация кредит от иностранный банк The volume of public external debt of the Russian Federation loans from foreign banks US dollars объем государственный внешний долг субъект российский федерация кредит от иностранный банк долл сша integer объем государственный внешний долг субъект российский федерация государственный гарантия The volume of public external debt of the Russian Federation state guarantees US dollars объем государственный внешний долг субъект российский федерация государственный гарантия долл сша integer объем государственный внешний долг субъект российский федерация иной долговой обязательство The volume of public external debt of the Russian Federation other liabilities US dollars объем государственный внешний долг субъект российский федерация иной долговой обязательство долл сша integer объем государственный внешний долг субъект российский федерация весь The volume of public external debt of the Russian Federation TOTAL US dollars объем государственный внешний долг субъект российский федерация весь долл сша integer объем долг муниципальный образование входить в состав субъект российский федерация государственный ценный бумага The volume of debt of municipalities that make up the subject of the Russian Federation government securities thous Rubles объем долг муниципальный образование входить в состав субъект российский федерация государственный ценный бумага тыс рубль integer объем долг муниципальный образование входить в состав субъект российский федерация кредит от кредитный организация иностранный банк и международный финансовый организация The volume of debt of municipalities that make up the subject of the Russian Federation loans from credit institutions foreign banks and international financial organizations thous Rubles объем долг муниципальный образование входить в состав субъект российский федерация кредит от кредитный организация иностранный банк и международный финансовый организация тыс рубль integer объем долг муниципальный образование входить в состав субъект российский федерация бюджетный кредит от другой бюджет бюджетный система российский федерация The volume of debt of municipalities that make up the subject of the Russian Federation budgetary credits from other budgets of the budgetary system of the Russian Federation thous Rubles объем долг муниципальный образование входить в состав субъект российский федерация бюджетный кредит от другой бюджет бюджетный система российский федерация тыс рубль integer объем долг муниципальный образование входить в состав субъект российский федерация государственный гарантия The volume of debt of municipalities that make up the subject of the Russian Federation state guarantees thous Rubles объем долг муниципальный образование входить в состав субъект российский федерация государственный гарантия тыс рубль integer объем долг муниципальный образование входить в состав субъект российский федерация иной долговой обязательство The volume of debt of municipalities that make up the subject of the Russian Federation other liabilities thous Rubles объем долг муниципальный образование входить в состав субъект российский федерация иной долговой обязательство тыс рубль integer объем долг муниципальный образование входить в состав субъект российский федерация весь The volume of debt of municipalities that make up the subject of the Russian Federation TOTAL thous Rubles объем долг муниципальный образование входить в состав субъект российский федерация весь тыс рубль integer 
"
64," годовой план внутренний финансовый аудит план содержать наименование объект в отношение который осуществляться контрольный мероприятие и срок проведение контрольный мероприятие реквизит законодательный и иной нормативный правовой правовой акт в соответствие с который формироваться информация федеральный закон от январь г фз о некоммерческий организация в редакция федеральный закон от фз field name english description russian description format тема аудиторский проверка проверять внутренний бюджетный процедура Subject of the audit check the internal budgetary procedure тема аудиторский проверка проверять внутренний бюджетный процедура string объект внутренний финансовый аудит The object of the internal financial audit объект внутренний финансовый аудит string срок проведение аудиторский проверка The term of the audit срок проведение аудиторский проверка string ответственный исполнитель Responsible agencies ответственный исполнитель string 
"
65," план по контроль за деятельность подведомственный министерство финансы российский федерация федеральный казенный учреждение и федеральный государственный бюджетный учреждение план содержать наименование объект в отношение который осуществляться контрольный мероприятие и срок проведение контрольный мероприятие реквизит законодательный и иной нормативный правовой правовой акт в соответствие с который формироваться информация федеральный закон от январь г фз о некоммерческий организация в редакция федеральный закон от фз field name english description russian description format объект контроль object of control объект контроль string перечень контрольный мероприятие проверка The list of control measures audits перечень контрольный мероприятие проверка string проверять период the audited period проверять период string срок проведение проверка Duration of inspection срок проведение проверка string вид проверка Type of inspection вид проверка string ответственный исполнитель Responsible agencies ответственный исполнитель string 
"
66," план ведомственный контроль в сфера закупка для обеспечение федеральный нужда план содержать наименование объект в отношение который осуществляться контрольный мероприятие и срок проведение контрольный мероприятие реквизит законодательный и иной нормативный правовой правовой акт в соответствие с который формироваться информация постановление правительство российский федерация от г об утверждение правило осуществление ведомственный контроль в сфера закупка для обеспечение федеральный нужда field name english description russian description format наименование объект проверка Name of the object inspection наименование объект проверка string вид проверка Type of inspection вид проверка string метод проверка Metod of inspection метод проверка string проверять период The inspected period проверять период string срок проведение проверка Date of inspection срок проведение проверка string 
"
67," прейскурант цена на алмаз природный необработанный прейскурант цена на алмаз природный необработанный формироваться на основание мониторинг рынок драгоценный камень путем продажа контрольный отрезок для алмаз с учет классификатор алмаз природный field name english description russian description format идентификатор Identifier идентификатор int наименование терминологический группа алмаз Name of terminological groups diamonds наименование терминологический группа алмаз string цена в доллар Price in US dollars цена в доллар int дата утверждение прейскурант Date of approval of the price list in YYYY MM DD дата утверждение прейскурант в формат ГГГГ мм ДД date 
"
68," план график нормативный правовой работа минфин россия на текущий год а также на среднесрочный и долгосрочный перспектива план график нормативный правовой работа минфин россия на текущий год а также на среднесрочный и долгосрочный перспектива содержать наименование нормативный правовой акт их статус и ответственный структурный подразделение field name english description russian description format п п Consecutive number номер по порядок int рег номер законопроект закон Registration number of the bill регистрационный номер законопроект закон text наименование Name of the bill наименование законопроект закон text ответственный департамент Responsible Department ответственный департамент text статус Status статус text раздел Section раздел text сфера Sphere сфера text 
"
69," объем государственный финансирование федеральный государственный учреждение российский федерация объем государственный финансирование федеральный государственный учреждение российский федерация по расход на оплата научно исследовательский и опытный конструкторский работа для обеспечение государственный муниципальный нужда в цель обеспечение федеральный орган исполнительный власть и иной государственный орган а также подведомственный казенный учреждение по вид расход научно исследовательский и опытный конструкторский работа field name english description russian description format номер п п Consecutive number номер по порядок integer наименование главный распорядитель бюджетный средство федеральный бюджет Name of the chief administrator of budgetary funds of the federal budget наименование главный распорядитель бюджетный средство федеральный бюджет text наименование получатель средство федеральный бюджет The name of the recipient of the federal budget наименование получатель средство федеральный бюджет text код по общероссийский классификатор продукция по вид экономический деятельность Code of the Russian Classification of products by economic activity код по общероссийский классификатор продукция по вид экономический деятельность integer наименование по общероссийский классификатор продукция по вид экономический деятельность Name on the all Russian classifier of products by economic activity наименование по общероссийский классификатор продукция по вид экономический деятельность Text код бюджетный классификация Budget classification code код бюджетный классификация integer раздел и подраздел по бюджетный классификация Section and sub section on the budget classification раздел и подраздел по бюджетный классификация integer номер государственный программа российский федерация Number of state program of the Russian Federation номер государственный программа российский федерация integer программный непрограммный статья Program non program article программный непрограммный статья integer основной мероприятие Main activities основной мероприятие integer направление расход Direction expenses направление расход integer код вид расход Code type of expenditure код вид расход integer итого сумма Total amount итого сумма integer 
"
70," объем финансовый обеспечение федеральный государственный бюджетный и автономный учреждение российский федерация объем бюджетный ассигнование федеральный государственный бюджетный и автономный учреждение российский федерация на предоставление субсидия на финансовый обеспечение выполнение государственный задание на оказание государственный услуга выполнение работа field name english description russian description format наименование главный распорядитель бюджетный средство федеральный бюджет Name of the chief administrator of budgetary funds of the federal budget наименование главный распорядитель бюджетный средство федеральный бюджет Text код бюджетный классификация российский федерация Budget classification code of the Russian Federation код бюджетный классификация российский федерация integer код услуга Service code код услуга Text наименование работа услуга в соответствие с ведомственный перечень государственный услуга и работа оказывать и выполнять федеральный государственный учреждение Name of the work services in accordance with the departmental list of public services and works rendered and performed by federal government agencies наименование работа услуга в соответствие с ведомственный перечень государственный услуга и работа оказывать и выполнять федеральный государственный учреждение Text наименование показатель объем Indicator name of volume наименование показатель объем Text единица измерение Unit of measurement единица измерение Text наименование федеральный государственный учреждение Name of the Federal State Institution наименование федеральный государственный учреждение Text инн федеральный государственный учреждение Personal tax reference number of Federal State Institution инн федеральный государственный учреждение integer КПП федеральный государственный учреждение Tax registration reason code of Federal State Institution КПП федеральный государственный учреждение integer объем бюджетный ассигнование на предоставление субсидия на финансовый обеспечение выполнение государственный задание на оказание государственный услуга выполнение работа предусматривать в федеральный бюджет на год объем ба The amount of budget appropriations for grants for financial support of the state order for the provision of public services works provided for in the federal budget for объем бюджетный ассигнование на предоставление субсидия на финансовый обеспечение выполнение государственный задание на оказание государственный услуга выполнение работа предусматривать в федеральный бюджет на год объем ба integer 
"
71," перечень организация иметь право осуществлять аффинаж драгоценный металл данные по перечень организация иметь право осуществлять аффинаж драгоценный металл содержать информация о полный наименование организация и они организационно правовой форма место нахождение 
"
72," прейскурант цена на александрит обрабатывать огранка кабошон с параметр пропорция группа а расчетный цена предусмотренный в прейскурант цена на александрит природный обрабатывать устанавливать на и александрит огранка кабошон с параметр пропорция группа а изготавливать в соответствие со стандарт организация александрит природный обрабатывать технический условие сто 
"
